url,page_type,current_primary_intent,target_query_or_need,gsc_or_other_evidence,action,reason,title_or_snippet_hypothesis,content_evidence_gap,technical_issue,internal_link_sources,internal_link_targets,conversion_next_step,priority,owner,acceptance_test,review_at_days
"https://yujihealth.com/resources/menstrual-cup-oem-moq/","article","Understand cup MOQ variables","menstrual cup OEM MOQ; trial order planning","28d page: 6 impressions, 0 clicks, position 7.00; indexed PASS","UPDATE","CTR-test candidate after claims/measurement; existing percentage size mix must be labeled as an example, not buyer fact.","Menstrual Cup OEM MOQ | Size, Color & Packaging Variables","Needs source/status for 1,000-pc reference and clear labeling for illustrative S/M/L mix.","No crawl issue.","Products/Cups; Sourcing Guide; Resources","/resources/feminine-care-oem-rfq-checklist/; /quality/evidence/; /contact/?product=Menstrual%20Cup","Turn MOQ variables into a completed RFQ brief.","P2","Content + Sales + Quality/Compliance","Illustrative data is labeled; trial MOQ has owner-approved scope; one-variable test and RFQ event are logged.","60"
"https://yujihealth.com/resources/feminine-care-oem-rfq-checklist/","article_tool","Prepare an OEM RFQ","feminine care OEM RFQ checklist; supplier questions","28d page: 8 impressions, 0 clicks, position 4.63; indexed PASS","UPDATE","Highest-intent CTR-test page; should become a measurable worksheet/download path after analytics approval.","Feminine Care OEM RFQ Checklist | Download & Send Your Brief","Needs proof that fields reflect real sales qualification and a maintained version/date owner.","No crawl issue; download and form-start events are absent.","Products; Applications; Quality; Evidence; OEM/ODM","/downloads/yuji-feminine-care-rfq-checklist.txt; /quality/evidence/; /contact/","Download, complete, and submit the RFQ.","P1","Content + Sales + Data","Checklist fields map to qualification; download/form-start/submit/delivery events are tested; no PII enters analytics.","60"
"https://yujihealth.com/resources/menstrual-disc-oem-moq/","article","Understand disc MOQ variables","menstrual disc OEM MOQ","28d page: 7 impressions, 0 clicks, position 7.71; indexed PASS","UPDATE","CTR-test candidate, but sample remains small; add buyer completeness before changing title.","Menstrual Disc OEM MOQ | Tooling, Color & Packaging Variables","Needs approved MOQ scope, material/testing inputs, and a comparison to cup program variables.","No crawl issue.","Products/Discs; Cup-vs-Disc; Resources","/resources/menstrual-cup-vs-disc-oem/; /resources/feminine-care-oem-rfq-checklist/; /contact/?product=Menstrual%20Disc","Prepare disc variables and submit RFQ.","P2","Content + Sales + Quality/Compliance","Approved MOQ boundary and comparison are visible; 28-day test begins only after tracking validation.","60"
"https://yujihealth.com/resources/private-label-sanitary-pads-china/","article","Plan a private-label sanitary pad program in China","private label sanitary pads China; sanitary pad OEM","28d page: 4 impressions, 0 clicks, position 6.50; indexed PASS","UPDATE","Preserve the relevant pad intent, clarify smart-pad non-fit, and replace blanket FDA/CE wording with product-specific review.","Private Label Sanitary Pads in China | OEM Buyer Guide","Needs material-stack evidence, claim boundaries, official regulatory sources, and a reviewed non-fit statement for sensor/smart pads.","No crawl issue.","Products/Pads; Applications; Resources","/resources/how-to-start-private-label-pad-brand/; /resources/best-sanitary-pad-oem-china/; /quality/evidence/; /contact/?product=Sanitary%20Pads","Confirm conventional pad scope and submit a product brief.","P1","Content + Product + Quality/Compliance","Regulatory copy is approved and dated; non-fit intent is explicit; internal and RFQ paths work.","60"
"https://yujihealth.com/resources/best-menstrual-cup-manufacturers-china/","article","Evaluate menstrual cup manufacturers using a shortlist framework","best menstrual cup manufacturers China","Indexed PASS; no visible 28d page row; production has 1 internal source and local candidate has 2","UPDATE","A self-interested Best page requires a transparent method, conflict disclosure, and corrected FDA/CE/ISO guidance.","How to Compare Menstrual Cup Manufacturers in China | Buyer Criteria","No independent verification, current manufacturer dataset, scoring source, or approved YUJI evidence; 510(k) wording is overbroad.","Weak contextual inlinks; no index block.","Resources; How-to-Choose; Products/Cups","/resources/how-to-choose-menstrual-cup-oem/; /quality/evidence/; /products/menstrual-cups/; /contact/","Apply the criteria and request verifiable YUJI evidence.","P1","Content + Quality/Compliance + Legal","Method, inclusion rules, conflicts, sources, and review date are visible; no unverifiable best claim remains.","90"
"https://yujihealth.com/resources/best-sanitary-pad-oem-china/","article","Evaluate sanitary pad OEM suppliers","best sanitary pad OEM China","28d page: 1 impression, 0 clicks, position 48; production has 1 internal source and local candidate has 3","UPDATE","Current visibility is observation-level; rewrite regulatory claims and comparison method before pursuing CTR.","How to Compare Sanitary Pad OEM Factories in China | Buyer Criteria","No independent supplier dataset; blanket CE/FDA/cosmetics language and certification benchmarks need correction.","Weak contextual inlinks; no crawl issue.","Resources; Products/Pads; How-to-Start","/resources/how-to-start-private-label-pad-brand/; /quality/evidence/; /products/pads-liners/; /contact/","Use criteria and submit a pad RFQ with material requirements.","P1","Content + Quality/Compliance + Legal","Method and conflict disclosure are visible; regulatory sections cite current official sources and owner review date.","90"
"https://yujihealth.com/resources/best-feminine-care-private-label/","article","Compare cross-category private-label suppliers","best feminine care private label suppliers China","Indexed PASS; no visible 28d page row; production has 0 internal sources and local candidate has 2","UPDATE","Cross-category regulatory recommendations are overgeneralized and the page needs a transparent comparison model.","How to Compare Feminine Care Private Label Suppliers | Buyer Framework","No independent dataset or evidence for category-wide ISO/FDA/CE benchmarks; product classes differ materially.","Weak contextual inlinks; no crawl issue.","Products Hub; Resources","/products/; /quality/; /quality/evidence/; /contact/","Choose category-specific due diligence and submit a mixed-program RFQ.","P1","Content + Quality/Compliance + Legal","Product-specific boundaries, sources, method, conflicts, and review date are present.","90"
"https://yujihealth.com/resources/how-to-choose-menstrual-cup-oem/","how_to_article","Run detailed menstrual cup OEM due diligence","how to choose menstrual cup OEM manufacturer","28d page: 1 impression, 0 clicks, position 5; production has 0 internal sources and local candidate has 3","UPDATE","The sample is too small for CTR action, but FDA-recognized compounder, ISO Class 7/8 typical, 510(k), and CE claims require correction.","How to Choose a Menstrual Cup OEM | Due-Diligence Workflow","Needs approved material terminology, official market sources, evidence examples, and distinction from the quick sourcing guide.","Possible intent overlap; no crawl issue.","Products/Cups; Resources; Sourcing Guide","/resources/best-menstrual-cup-manufacturers-china/; /resources/menstrual-cup-oem-moq/; /quality/evidence/; /contact/","Complete due diligence and request product-specific documents.","P1","Content + Quality/Compliance + Legal","Regulatory and cleanroom wording passes review; workflow is distinct; evidence examples are approved.","60"
"https://yujihealth.com/resources/how-to-start-private-label-pad-brand/","how_to_article","Plan a private-label pad launch","how to start private label sanitary pad brand","28d page: 2 impressions, 0 clicks, position 7.50; production has 0 internal sources and local candidate has 2","UPDATE","Content role is useful, but it explicitly says EU importers need CE marking and uses overbroad FDA/cosmetics language.","How to Start a Private Label Pad Brand | OEM Planning Checklist","Needs product-specific official regulatory sources, material/label evidence, cost inputs, and maintained legal review.","Weak contextual inlinks; no crawl issue.","Products/Pads; Resources; Private-label Pads Guide","/resources/best-sanitary-pad-oem-china/; /resources/feminine-care-oem-rfq-checklist/; /quality/evidence/; /contact/","Complete market/product/packaging inputs and submit pad RFQ.","P1","Content + Quality/Compliance + Legal + Sales","Blanket CE/FDA statements are removed; review date and official sources are visible; worksheet path is measurable.","60"
"https://yujihealth.com/contact/","contact_page","Submit a structured B2B RFQ","feminine care OEM quote; request sample; contact YUJI","28d page: 12 impressions, 0 clicks, position 6.33; indexed PASS; live form exists","UPDATE","CTR-test page and primary conversion, but only client submit is measured and delivery/qualification are unknown.","Request a Feminine Care OEM Quote | Specs, Samples & Documents","Needs verified response SLA, post-submit expectations, delivery state, qualification rules, and evidence-request outcomes.","No crawl issue; analytics truth and server-side outcome logging are incomplete.","All product, quality, resource, and navigation paths","/resources/feminine-care-oem-rfq-checklist/; /quality/evidence/; /api/contact/","Submit RFQ, confirm provider acceptance, and enter qualification.","P1","Dev + Data + Sales + Content","Approved events and controlled delivery test pass without PII; response/qualification owner is documented.","30"
"https://yujihealth.com/privacy/","policy_page","Explain inquiry and analytics data handling","privacy; business inquiry data","28d page: 2 impressions, 0 clicks, position 1; indexed PASS","KEEP","Policy copy should remain stable; reconcile it only after the analytics account decision.","No SEO snippet experiment.","Needs owner confirmation that production analytics behavior and retention match the notice.","No crawl issue; configuration note contradicts enabled state.","Footer; Contact","/contact/","Support informed inquiry submission, not search growth.","P1","Legal + Data","Privacy, analytics configuration, provider behavior, and retention statement are consistent and dated.","30"
"https://yujihealth.com/terms/","policy_page","Explain site terms","terms","28d page: 1 impression, 0 clicks, position 6; indexed PASS","KEEP","No search or business case for a content experiment.","No title or snippet test.","No material SEO evidence gap.","No crawl issue.","Footer","/privacy/; /contact/","No direct conversion objective.","P3","Legal","Status, contact links, and review date remain accurate.","90"
"https://yujihealth.com/zh/","chinese_home","Chinese manufacturer overview","裕吉生物; 女性护理 OEM 中国","Indexed PASS; no Chinese conversion export","UPDATE","Chinese production repeats 3M+, 30+ markets, factory, and ISO Class 7 claims without the approved evidence chain.","裕吉生物｜月经杯、经期盘与卫生巾 OEM/ODM","Needs Chinese claim register parity, entity evidence, market scope, and a measured inquiry path.","No crawl issue; hreflang reciprocal with English Home and x-default present.","English Home; Chinese navigation","/zh/products/; /zh/oem-odm/; /zh/quality/; /zh/contact/","Choose Chinese product/service path and send a measurable inquiry.","P1","Chinese Content + Quality/Compliance + Sales","All translated claims match the approved English register; mother-tongue QA and conversion test pass.","60"
"https://yujihealth.com/zh/products/","chinese_product_hub","Chinese product-family overview","女性护理产品代工; 月经杯卫生巾 OEM","Indexed PASS; no Chinese conversion export","UPDATE","Production contains the unsupported 80% new-buyer claim; demand is not proven enough to expand into more Chinese URLs.","女性护理 OEM 产品｜月经杯、经期盘、卫生巾与配件","Needs approved product boundaries, MOQ scope, evidence links, and demand/lead data.","No crawl issue; reciprocal hreflang; x-default absent.","/zh/; Chinese navigation","/zh/contact/; /zh/oem-odm/; /zh/quality/","Select product and send a Chinese RFQ.","P1","Chinese Content + Sales + Quality/Compliance","80% claim is removed or evidenced; mother-tongue QA and inquiry ownership are documented.","60"
"https://yujihealth.com/zh/oem-odm/","chinese_service_page","Chinese OEM/ODM workflow","女性护理 OEM ODM 流程","Indexed PASS; no Chinese conversion export","KEEP","Maintain the existing page until Chinese demand and sales coverage are measured.","Keep current task; no expansion test yet.","Needs an approved local-language process example and claim-parity review.","No crawl issue; reciprocal hreflang; x-default absent.","/zh/; Chinese navigation","/zh/products/; /zh/quality/; /zh/contact/","Prepare and send Chinese OEM/ODM inquiry.","P2","Chinese Content + Sales","Mother-tongue QA and response owner exist; no claim drift from English pages.","60"
"https://yujihealth.com/zh/quality/","chinese_quality_hub","Chinese quality and evidence overview","女性护理代工质量体系; 洁净车间","Indexed PASS; no Chinese conversion export","UPDATE","ISO Class 7 and ISO 13485 wording must match the approved claim register and public evidence.","质量体系与买家证据｜裕吉女性护理 OEM","Needs certificate/cleanroom scope, issuing evidence, validity dates, and Chinese explanation of limitations.","No crawl issue; reciprocal hreflang; x-default absent.","/zh/; /zh/products/; /zh/oem-odm/","/quality/evidence/; /zh/contact/","Review evidence boundaries and request a Chinese document pack.","P1","Quality/Compliance + Chinese Content","Chinese and English quality claims are identical in scope and evidence; links and inquiry path pass QA.","60"
"https://yujihealth.com/zh/contact/","chinese_contact_page","Send a Chinese inquiry","中文询价; 女性护理 OEM 报价","Indexed PASS; production is mailto-only; structured form is local candidate only","UPDATE","A reviewed form could improve attribution, but it must not be treated as live until Sales, Privacy, delivery, and analytics are validated.","中文询盘｜获取产品规格、样品与 OEM 报价","Needs response SLA, qualification ownership, privacy alignment, and controlled delivery proof.","Production/local divergence; reciprocal hreflang; x-default absent.","/zh/; all Chinese navigation pages","/resources/feminine-care-oem-rfq-checklist/; /quality/evidence/; /contact/","Submit Chinese RFQ and record delivery/qualification separately.","P1","Dev + Data + Chinese Sales + Legal","Controlled form delivery, privacy, events, and response ownership pass; otherwise mailto remains the fallback.","60"
