url,page_type,current_primary_intent,target_query_or_need,gsc_or_other_evidence,action,reason,title_or_snippet_hypothesis,content_evidence_gap,technical_issue,internal_link_sources,internal_link_targets,conversion_next_step,priority,owner,acceptance_test,review_at_days
"https://yujihealth.com/resources/","resource_hub","采购问题聚合和 FAQ","menstrual cup OEM sourcing; feminine care private label supplier; RFQ checklist","URL Inspection: Discovered - currently not indexed；页面内容 807 words","UPDATE","未收录 hub 且资源目录未覆盖 5 个新页，需重组为可发现资源入口。","snippet 从 buyer resources/checklist/evidence 三任务切入","资源目录缺 5 个 Best/HowTo 新页；ItemList 未同步","Discovered - currently not indexed; ItemList 与全站目录不一致","nav/footer; home; products; about; evidence","/resources/best-menstrual-cup-manufacturers-china/; /resources/best-sanitary-pad-oem-china/; /resources/best-feminine-care-private-label/; /resources/how-to-choose-menstrual-cup-oem/; /resources/how-to-start-private-label-pad-brand/; /contact/","进入主题指南或 RFQ","P1","SEO + Content","资源卡和 ItemList 覆盖全部 11 篇；30 天后 URL Inspection 有进展","60"
"https://yujihealth.com/resources/menstrual-cup-oem-sourcing-guide/","article","cup 供应商快速筛选","how to choose menstrual cup OEM manufacturer","GSC 28d: 3 impressions, position 6.67, 0 clicks; URL Inspection PASS","UPDATE","与 how-to-choose 标题重叠，先差异化成快速筛选页。","snippet 突出 6 项快速筛选，而不是与 HowTo 相同标题","缺少筛选证据和与 HowTo 的差异说明","无；已收录；与 how-to-choose 重叠","products/menstrual-cups; resources; cup MOQ guide","/resources/how-to-choose-menstrual-cup-oem/; /resources/menstrual-cup-oem-moq/; /quality/evidence/; /contact/","筛选后进入详细流程或 RFQ","P2","SEO + Content","两页 H1/首屏/正文步骤明显不同；28 天数据可比较","60"
"https://yujihealth.com/resources/menstrual-cup-vs-disc-oem/","article","cup vs disc OEM 比较","menstrual cup vs disc OEM","GSC 28d: 1 impression, position 6.00, 0 clicks; URL Inspection PASS","KEEP","页面任务明确且已有比较表，不急于改动；观察数据。","保持现有比较任务；仅当 28 天曝光足够后做单变量 snippet 测试","比较已覆盖容量/教育/MOQ/包装/渠道，可增加证据链接","无；已收录","products/menstrual-cups; products/menstrual-discs; sourcing guide; resources","/products/menstrual-discs/; /applications/; /contact/","比较后进入 disc/cup RFQ","P2","Content","28 天基线建立；无回归","60"
"https://yujihealth.com/resources/menstrual-cup-oem-moq/","article","cup MOQ 变量理解","menstrual cup OEM MOQ","GSC 28d: 3 impressions, position 7.67, 0 clicks; URL Inspection PASS","UPDATE","高位 0 clicks，需把 MOQ 变量变成可直接用于 RFQ 的决策表。","snippet 突出 1,000 pcs trial reference 与 size/color/packaging 变量","可增加一个输入字段决策表和 RFQ 下载链接","无；已收录","products/menstrual-cups; sourcing guide; resources","/resources/feminine-care-oem-rfq-checklist/; /contact/?product=Menstrual+Cup","填写 MOQ 变量后进 RFQ","P2","Content","决策表上线；28 天 clicks/CTR 有变化","60"
"https://yujihealth.com/resources/menstrual-disc-oem-moq/","article","disc MOQ 变量理解","menstrual disc OEM MOQ","GSC 28d: 4 impressions, position 8.00, 0 clicks; URL Inspection PASS","KEEP","页面任务清楚，样本太小，不做批量重写；只增加上下文链接。","暂不测 title；观察 28 天后再决定","可增加与 cup MOQ 的差异对照","无；已收录","products/menstrual-discs; resources; cup vs disc","/resources/menstrual-cup-vs-disc-oem/; /resources/feminine-care-oem-rfq-checklist/; /contact/?product=Menstrual+Disc","进入 disc RFQ","P2","Content","28 天基线建立；无回归","60"
"https://yujihealth.com/resources/feminine-care-oem-rfq-checklist/","article","RFQ 准备检查表","feminine care OEM RFQ checklist; what to ask a supplier","GSC 28d: 5 impressions, position 4.20, 0 clicks","UPDATE","高位 0 clicks，snippet 应指向可下载和提交 RFQ。","snippet 从 checklist 标题改为“下载清单 + 开始 RFQ”","已有文本 checklist，可强化可下载/可填写工具路径","无；已收录","quality/evidence; quality; products; applications; contact","/downloads/yuji-feminine-care-rfq-checklist.txt; /contact/","下载或提交 RFQ","P1","Content + Product","28 天 clicks/CTR 或下载事件有变化","60"
"https://yujihealth.com/resources/private-label-sanitary-pads-china/","article","私标卫生巾采购指南","private label sanitary pads China; white label smart pad china","GSC 28d: 6 impressions, position 15.83, 0 clicks; query white label smart pad china pos 64","UPDATE","已有 GSC query 显示 smart pad 意图不匹配，需明确业务边界。","snippet 明确 conventional pads/private label，不承诺 smart/sensor","已说明非 smart/sensor，可进一步给替代 RFQ 边界","无；已收录","products/pads-liners; resources; applications","/resources/how-to-start-private-label-pad-brand/; /resources/best-sanitary-pad-oem-china/; /quality/evidence/; /contact/?product=Sanitary+Pads","进入 pad RFQ","P2","Content","smart pad 不匹配 query 不增长；pad RFQ 路径可测量","60"
"https://yujihealth.com/resources/best-menstrual-cup-manufacturers-china/","article","cup 制造商比较","best menstrual cup manufacturers China","URL Inspection PASS；当前无 GSC 28d click；本地入站仅 1","UPDATE","页面已收录但弱内链，需加入可复核比较方法。","snippet 从 best 改为“比较方法 + 关键筛选条件”或保持 best 但正文必须可复核","缺第三方验证、比较口径、证据链接","无；已收录；本地入站弱","how-to-choose-menstrual-cup-oem; resources; products/menstrual-cups","/products/menstrual-cups/; /resources/how-to-choose-menstrual-cup-oem/; /quality/evidence/; /contact/","比较后进 cup RFQ","P2","Content + Quality/Compliance","页面有可复核筛选标准；资源 hub 卡片和 ItemList 已覆盖","60"
"https://yujihealth.com/resources/best-sanitary-pad-oem-china/","article","pad OEM 制造商比较","best sanitary pad OEM China","URL Inspection PASS；当前无 GSC 28d click；本地入站仅 1","UPDATE","页面已收录但弱内链，需加入可复核比较方法。","snippet 从 best 改为“比较方法 + 关键筛选条件”或保持 best 但正文必须可复核","缺第三方验证、比较口径、证据链接","无；已收录；本地入站弱","how-to-start-private-label-pad-brand; resources; products/pads-liners","/products/pads-liners/; /resources/how-to-start-private-label-pad-brand/; /quality/evidence/; /contact/","比较后进 pad RFQ","P2","Content + Quality/Compliance","页面有可复核筛选标准；资源 hub 卡片和 ItemList 已覆盖","60"
"https://yujihealth.com/resources/best-feminine-care-private-label/","article","跨品类私标供应商比较","best feminine care private label suppliers China","URL Inspection PASS；当前无 GSC 28d click；本地入站 0","UPDATE","已收录但孤立，且 ISO 9001/13485 声明与 Quality 页冲突。","snippet 突出跨品类比较标准，避免绝对认证词","ISO 表达不一致；缺比较证据","无；已收录；本地入站 0","resources; products; about","/products/; /quality/; /quality/evidence/; /contact/","比较后进混合 RFQ","P1","Content + Quality/Compliance","ISO 口径统一；资源 hub 和本地链接图覆盖","60"
"https://yujihealth.com/resources/how-to-choose-menstrual-cup-oem/","article","cup OEM 分步采购流程","how to choose a menstrual cup OEM factory","URL Inspection PASS；当前无 GSC 28d click；本地入站 0","UPDATE","与 sourcing guide 重叠，需承担详细流程任务并接入 Best/MOQ/RFQ。","snippet 突出 procurement step-by-step，避免与 sourcing guide 同标题","内容较完整，但需要与 sourcing guide 差异化并补充证据","无；已收录；本地入站 0；与 sourcing guide 重叠","resources; products/menstrual-cups; sourcing guide","/resources/best-menstrual-cup-manufacturers-china/; /resources/menstrual-cup-oem-moq/; /resources/feminine-care-oem-rfq-checklist/; /quality/evidence/; /contact/","流程完成后进 RFQ","P2","SEO + Content","两页差异可复核；资源 hub 覆盖；28 天数据可比较","60"
"https://yujihealth.com/resources/how-to-start-private-label-pad-brand/","article","私标卫生巾品牌启动流程","how to start a private label pad brand","URL Inspection PASS；当前无 GSC 28d click；本地入站 0","UPDATE","已收录但孤立，需加入品牌启动步骤和 Best/Private Label 比较。","snippet 突出从市场定位到 RFQ 的流程，不承诺品牌成功","内容较完整，可增加步骤模板和证据链接","无；已收录；本地入站 0","products/pads-liners; resources; private-label-sanitary-pads-china","/resources/best-sanitary-pad-oem-china/; /resources/best-feminine-care-private-label/; /resources/feminine-care-oem-rfq-checklist/; /contact/","流程完成后进 pad RFQ","P2","SEO + Content","资源 hub 覆盖；本地入站 2-3；28 天数据可比较","60"
"https://yujihealth.com/contact/","contact","RFQ 提交","feminine care OEM quote; request menstrual cup sample; contact YUJI","GSC 28d: 8 impressions, position 3.25, 0 clicks","UPDATE","高位 0 clicks，需要让 snippet/首屏直接回应 RFQ 会得到什么。","snippet 强调 1-2 个工作日回复、需要字段、evidence 支持","缺“提交后会收到什么”和文档/隐私预期","无；已收录","全站导航/footer; products; quality/evidence; resources","/api/contact/; /resources/feminine-care-oem-rfq-checklist/; /quality/evidence/","提交 RFQ 并触发 RFQ Submit 事件","P1","Dev + Sales + Content","28 天 Contact arrival/RFQ Submit 可见；回复 SLA 可记录","30"
"https://yujihealth.com/privacy/","policy","隐私声明","privacy","GSC 28d: 1 impression, position 1.00, 0 clicks; 当前配置 enabled=true","KEEP","政策页不需要 SEO 增长动作，但需在 analytics 验证后保持一致。","不测试 policy title；只确保 analytics 状态真实","需确认 analytics enabled 与后台/Privacy 是否一致","无；已收录","footer; contact","/contact/; mailto:info@yujihealth.com","无转化目标","P3","Legal + Data","Privacy 与 analytics 实际状态一致","30"
"https://yujihealth.com/terms/","policy","条款","terms","URL Inspection PASS；无 GSC 28d click","KEEP","政策页保持稳定，不参与内容和 CTR 实验。","不测试 title/snippet","无","无；已收录","footer","/contact/; /privacy/","无转化目标","P3","Legal","无变更；复核链接和日期","90"
"https://yujihealth.com/zh/","zh_home","中文 OEM 首页","裕吉生物 代工厂; 女性护理 OEM 中国; 月经杯代工","URL Inspection PASS；无 28d GSC click 数据","UPDATE","中文首页已收录但内容薄且与英文累计数字口径不一致。","中文 snippet 突出产品、西安、OEM/证据/RFQ，不放大 3M+","3M+ 无口径；正文约 150 字；缺证据和询盘路径","无；已收录；中文页 schema 仅基础类型","zh nav; /zh/ 内链","/zh/products/; /zh/oem-odm/; /zh/quality/; /zh/contact/","中文邮件/表单询盘","P2","Content + Sales","数字口径与英文一致；中文询盘路径可测量","60"
"https://yujihealth.com/zh/products/","zh_product_hub","中文产品线介绍","女性护理 OEM 产品; 月经杯卫生巾代工","URL Inspection PASS；无 28d GSC click 数据","KEEP","中文产品 hub 已收录，需求未验证前不扩大内容。","暂不测 title；先确认中文需求和销售响应","正文约 147 字，但无证据支持扩页","无；已收录；中文 schema 仅基础类型","/zh/; /zh/ nav","/zh/contact/; /zh/oem-odm/; /zh/quality/","中文询盘","P2","Sales + Content","中文询盘量记录；产品内容不误导","60"
"https://yujihealth.com/zh/oem-odm/","zh_service_page","中文 OEM/ODM 流程","OEM/ODM 代工流程 中国","URL Inspection PASS；无 28d GSC click 数据","KEEP","中文流程页已收录，需求未验证前保持维护但不大改。","暂不测 title；先确认中文询盘和本地化质量","正文约 156 字，流程证据不足","无；已收录；中文 schema 仅基础类型","/zh/; /zh/ nav","/zh/contact/; /zh/products/; /zh/quality/","中文询盘","P2","Sales + Content","中文询盘量记录；无机器翻译错误","60"
"https://yujihealth.com/zh/quality/","zh_quality_hub","中文质量体系","质量体系 女性护理代工; ISO 洁净车间","URL Inspection PASS；无 28d GSC click 数据","KEEP","中文质量页已收录，需在质量/法务确认后可公开证据前保持边界。","暂不测 title；先确认可公开证据","正文约 134 字；无证据包链接","无；已收录；中文 schema 仅基础类型","/zh/; /zh/ nav","/zh/contact/; /quality/evidence/","中文询盘/文档申请","P2","Quality/Compliance + Content","中文质量声明与英文一致；证据链接有效","60"
"https://yujihealth.com/zh/contact/","zh_contact","中文 RFQ/邮件询价","获取报价 月经杯 代工厂; 女性护理 OEM 询价","URL Inspection PASS；当前只有 mailto，无事件数据","UPDATE","中文联系页已收录但无结构化表单和测量，应先补转化路径。","snippet 从获取报价改为“中文询盘：邮件或表单 + 回复时效”","无 RFQ 表单；缺送达确认","无；已收录；mailto 不可测量","/zh/; /zh/ nav; English /contact/","mailto:info@yujihealth.com; /contact/","中文 RFQ 提交或明确 mailto 归因","P1","Dev + Sales + Data","中文询盘能进入 RFQ delivered/qualified 记录","60"
